,primary_key,Customer_ID,Product_ID,Month,Customer_name,Product_family,Customer_Cohort_Year,Customer_Tenure,Dimension1,Dimension2,Dimension3,Value type,Value yearly,year
2755,30,CUST-00018,PROD-0010,2025-06-01,,,2024,10,France,Europe,Enterprise,NRR,197398.07,2025
2756,30,CUST-00018,PROD-0010,2025-07-01,,,2024,11,France,Europe,Enterprise,NRR,206046.99,2025
2759,31,CUST-00018,PROD-0008,2024-09-01,,,2024,1,France,Europe,Enterprise,NRR,305781.49,2024
2760,31,CUST-00018,PROD-0008,2024-10-01,,,2024,2,France,Europe,Enterprise,NRR,293243.48,2024
2761,31,CUST-00018,PROD-0008,2024-11-01,,,2024,3,France,Europe,Enterprise,NRR,288924.84,2024
2762,31,CUST-00018,PROD-0008,2024-12-01,,,2024,4,France,Europe,Enterprise,NRR,267919.11,2024
2763,31,CUST-00018,PROD-0008,2025-01-01,,,2024,5,France,Europe,Enterprise,NRR,289205.04,2025
2766,32,CUST-00019,PROD-0007,2024-02-01,,,2024,1,Canada,North America,Startup,NRR,2539.19,2024
2767,32,CUST-00019,PROD-0007,2024-03-01,,,2024,2,Canada,North America,Startup,NRR,2959.29,2024
2768,32,CUST-00019,PROD-0007,2024-04-01,,,2024,3,Canada,North America,Startup,NRR,2970.04,2024
2769,32,CUST-00019,PROD-0007,2024-05-01,,,2024,4,Canada,North America,Startup,NRR,2596.14,2024
2770,32,CUST-00019,PROD-0007,2024-06-01,,,2024,5,Canada,North America,Startup,NRR,2775.67,2024
2771,32,CUST-00019,PROD-0007,2024-07-01,,,2024,6,Canada,North America,Startup,NRR,2635.19,2024
2772,32,CUST-00019,PROD-0007,2024-08-01,,,2024,7,Canada,North America,Startup,NRR,3075.95,2024
2773,32,CUST-00019,PROD-0007,2024-09-01,,,2024,8,Canada,North America,Startup,NRR,2827.97,2024
2776,33,CUST-00020,PROD-0009,2024-02-01,,,2024,1,Germany,Europe,SMB,NRR,12355.76,2024
2777,33,CUST-00020,PROD-0009,2024-03-01,,,2024,2,Germany,Europe,SMB,NRR,13121.64,2024
2778,33,CUST-00020,PROD-0009,2024-04-01,,,2024,3,Germany,Europe,SMB,NRR,12183.31,2024
2781,0,CUST-00001,PROD-0008,2024-02-01,,,2024,1,UK,Europe,Enterprise,NRR_reversed,-119892.28,2024
2782,0,CUST-00001,PROD-0008,2024-03-01,,,2024,2,UK,Europe,Enterprise,NRR_reversed,-115183.18,2024
2783,0,CUST-00001,PROD-0008,2024-04-01,,,2024,3,UK,Europe,Enterprise,NRR_reversed,-119938.57,2024
2784,0,CUST-00001,PROD-0008,2024-05-01,,,2024,4,UK,Europe,Enterprise,NRR_reversed,-112656.32,2024
2785,0,CUST-00001,PROD-0008,2024-06-01,,,2024,5,UK,Europe,Enterprise,NRR_reversed,-116201.65,2024
2786,0,CUST-00001,PROD-0008,2024-07-01,,,2024,6,UK,Europe,Enterprise,NRR_reversed,-111137.67,2024
2787,0,CUST-00001,PROD-0008,2024-08-01,,,2024,7,UK,Europe,Enterprise,NRR_reversed,-125660.31,2024
2788,0,CUST-00001,PROD-0008,2024-09-01,,,2024,8,UK,Europe,Enterprise,NRR_reversed,-106025.04,2024
2789,0,CUST-00001,PROD-0008,2024-10-01,,,2024,9,UK,Europe,Enterprise,NRR_reversed,-114144.0,2024
2792,1,CUST-00002,PROD-0002,2024-02-01,,,2024,1,France,Europe,Mid-Market,NRR_reversed,-74191.23,2024
2793,1,CUST-00002,PROD-0002,2024-03-01,,,2024,2,France,Europe,Mid-Market,NRR_reversed,-79362.58,2024
2794,1,CUST-00002,PROD-0002,2024-04-01,,,2024,3,France,Europe,Mid-Market,NRR_reversed,-89352.8,2024
2795,1,CUST-00002,PROD-0002,2024-05-01,,,2024,4,France,Europe,Mid-Market,NRR_reversed,-81760.47,2024
2798,2,CUST-00003,PROD-0002,2024-12-01,,,2024,1,UK,Europe,Enterprise,NRR_reversed,-361956.09,2024
2799,2,CUST-00003,PROD-0002,2025-01-01,,,2024,2,UK,Europe,Enterprise,NRR_reversed,-402728.65,2025
2800,2,CUST-00003,PROD-0002,2025-02-01,,,2024,3,UK,Europe,Enterprise,NRR_reversed,-419730.2,2025
2801,2,CUST-00003,PROD-0002,2025-03-01,,,2024,4,UK,Europe,Enterprise,NRR_reversed,-393485.11,2025
2802,2,CUST-00003,PROD-0002,2025-04-01,,,2024,5,UK,Europe,Enterprise,NRR_reversed,-369224.45,2025
2803,2,CUST-00003,PROD-0002,2025-05-01,,,2024,6,UK,Europe,Enterprise,NRR_reversed,-382975.57,2025
2804,2,CUST-00003,PROD-0002,2025-06-01,,,2024,7,UK,Europe,Enterprise,NRR_reversed,-366288.66,2025
2805,2,CUST-00003,PROD-0002,2025-07-01,,,2024,8,UK,Europe,Enterprise,NRR_reversed,-428517.46,2025
2806,2,CUST-00003,PROD-0002,2025-08-01,,,2024,9,UK,Europe,Enterprise,NRR_reversed,-426076.42,2025
2807,2,CUST-00003,PROD-0002,2025-09-01,,,2024,10,UK,Europe,Enterprise,NRR_reversed,-425766.78,2025
2810,3,CUST-00003,PROD-0005,2024-12-01,,,2024,1,UK,Europe,Enterprise,NRR_reversed,-212679.75,2024
2811,3,CUST-00003,PROD-0005,2025-01-01,,,2024,2,UK,Europe,Enterprise,NRR_reversed,-210706.29,2025
2812,3,CUST-00003,PROD-0005,2025-02-01,,,2024,3,UK,Europe,Enterprise,NRR_reversed,-208862.91,2025
2813,3,CUST-00003,PROD-0005,2025-03-01,,,2024,4,UK,Europe,Enterprise,NRR_reversed,-188329.78,2025
2814,3,CUST-00003,PROD-0005,2025-04-01,,,2024,5,UK,Europe,Enterprise,NRR_reversed,-178552.37,2025
2815,3,CUST-00003,PROD-0005,2025-05-01,,,2024,6,UK,Europe,Enterprise,NRR_reversed,-210678.39,2025
2816,3,CUST-00003,PROD-0005,2025-06-01,,,2024,7,UK,Europe,Enterprise,NRR_reversed,-213379.04,2025
2817,3,CUST-00003,PROD-0005,2025-07-01,,,2024,8,UK,Europe,Enterprise,NRR_reversed,-179638.6,2025
2818,3,CUST-00003,PROD-0005,2025-08-01,,,2024,9,UK,Europe,Enterprise,NRR_reversed,-195321.42,2025
2819,3,CUST-00003,PROD-0005,2025-09-01,,,2024,10,UK,Europe,Enterprise,NRR_reversed,-178994.54,2025
2820,3,CUST-00003,PROD-0005,2025-10-01,,,2024,11,UK,Europe,Enterprise,NRR_reversed,-206079.07,2025
2823,4,CUST-00003,PROD-0001,2024-12-01,,,2024,1,UK,Europe,Enterprise,NRR_reversed,-163985.73,2024
2824,4,CUST-00003,PROD-0001,2025-01-01,,,2024,2,UK,Europe,Enterprise,NRR_reversed,-190162.54,2025
2825,4,CUST-00003,PROD-0001,2025-02-01,,,2024,3,UK,Europe,Enterprise,NRR_reversed,-190074.73,2025
2828,5,CUST-00004,PROD-0003,2024-02-01,,,2024,1,Japan,APAC,Enterprise,NRR_reversed,-126957.21,2024
2829,5,CUST-00004,PROD-0003,2024-03-01,,,2024,2,Japan,APAC,Enterprise,NRR_reversed,-135851.86,2024
2830,5,CUST-00004,PROD-0003,2024-04-01,,,2024,3,Japan,APAC,Enterprise,NRR_reversed,-134970.53,2024
2831,5,CUST-00004,PROD-0003,2024-05-01,,,2024,4,Japan,APAC,Enterprise,NRR_reversed,-130653.39,2024
2832,5,CUST-00004,PROD-0003,2024-06-01,,,2024,5,Japan,APAC,Enterprise,NRR_reversed,-129027.51,2024
2833,5,CUST-00004,PROD-0003,2024-07-01,,,2024,6,Japan,APAC,Enterprise,NRR_reversed,-129601.35,2024
2834,5,CUST-00004,PROD-0003,2024-08-01,,,2024,7,Japan,APAC,Enterprise,NRR_reversed,-121795.94,2024
2835,5,CUST-00004,PROD-0003,2024-09-01,,,2024,8,Japan,APAC,Enterprise,NRR_reversed,-128575.51,2024
2836,5,CUST-00004,PROD-0003,2024-10-01,,,2024,9,Japan,APAC,Enterprise,NRR_reversed,-121160.18,2024
2837,5,CUST-00004,PROD-0003,2024-11-01,,,2024,10,Japan,APAC,Enterprise,NRR_reversed,-134242.11,2024
2840,6,CUST-00005,PROD-0002,2024-05-01,,,2024,1,UK,Europe,Mid-Market,NRR_reversed,-38245.53,2024
2841,6,CUST-00005,PROD-0002,2024-06-01,,,2024,2,UK,Europe,Mid-Market,NRR_reversed,-38165.51,2024
2842,6,CUST-00005,PROD-0002,2024-07-01,,,2024,3,UK,Europe,Mid-Market,NRR_reversed,-36958.95,2024
2845,7,CUST-00005,PROD-0004,2024-05-01,,,2024,1,UK,Europe,Mid-Market,NRR_reversed,-32806.07,2024
2846,7,CUST-00005,PROD-0004,2024-06-01,,,2024,2,UK,Europe,Mid-Market,NRR_reversed,-27978.0,2024
2849,8,CUST-00006,PROD-0005,2024-02-01,,,2024,1,USA,North America,Mid-Market,NRR_reversed,-63007.31,2024
2850,8,CUST-00006,PROD-0005,2024-03-01,,,2024,2,USA,North America,Mid-Market,NRR_reversed,-59423.2,2024
2851,8,CUST-00006,PROD-0005,2024-04-01,,,2024,3,USA,North America,Mid-Market,NRR_reversed,-55522.53,2024
2852,8,CUST-00006,PROD-0005,2024-05-01,,,2024,4,USA,North America,Mid-Market,NRR_reversed,-58214.67,2024
2853,8,CUST-00006,PROD-0005,2024-06-01,,,2024,5,USA,North America,Mid-Market,NRR_reversed,-57443.08,2024
2856,9,CUST-00007,PROD-0002,2024-02-01,,,2024,1,Japan,APAC,Mid-Market,NRR_reversed,-50326.8,2024
2857,9,CUST-00007,PROD-0002,2024-03-01,,,2024,2,Japan,APAC,Mid-Market,NRR_reversed,-49790.61,2024
2858,9,CUST-00007,PROD-0002,2024-04-01,,,2024,3,Japan,APAC,Mid-Market,NRR_reversed,-52781.88,2024
2859,9,CUST-00007,PROD-0002,2024-05-01,,,2024,4,Japan,APAC,Mid-Market,NRR_reversed,-44257.08,2024
2860,9,CUST-00007,PROD-0002,2024-06-01,,,2024,5,Japan,APAC,Mid-Market,NRR_reversed,-47184.86,2024
2861,9,CUST-00007,PROD-0002,2024-07-01,,,2024,6,Japan,APAC,Mid-Market,NRR_reversed,-46575.46,2024
2862,9,CUST-00007,PROD-0002,2024-08-01,,,2024,7,Japan,APAC,Mid-Market,NRR_reversed,-51602.96,2024
2865,10,CUST-00008,PROD-0004,2024-02-01,,,2024,1,Canada,North America,Enterprise,NRR_reversed,-240720.26,2024
2866,10,CUST-00008,PROD-0004,2024-03-01,,,2024,2,Canada,North America,Enterprise,NRR_reversed,-239272.54,2024
2867,10,CUST-00008,PROD-0004,2024-04-01,,,2024,3,Canada,North America,Enterprise,NRR_reversed,-273198.19,2024
2868,10,CUST-00008,PROD-0004,2024-05-01,,,2024,4,Canada,North America,Enterprise,NRR_reversed,-249011.3,2024
2869,10,CUST-00008,PROD-0004,2024-06-01,,,2024,5,Canada,North America,Enterprise,NRR_reversed,-270079.14,2024
2870,10,CUST-00008,PROD-0004,2024-07-01,,,2024,6,Canada,North America,Enterprise,NRR_reversed,-254411.25,2024
2871,10,CUST-00008,PROD-0004,2024-08-01,,,2024,7,Canada,North America,Enterprise,NRR_reversed,-229236.89,2024
2872,10,CUST-00008,PROD-0004,2024-09-01,,,2024,8,Canada,North America,Enterprise,NRR_reversed,-277027.56,2024
2873,10,CUST-00008,PROD-0004,2024-10-01,,,2024,9,Canada,North America,Enterprise,NRR_reversed,-268803.56,2024
2874,10,CUST-00008,PROD-0004,2024-11-01,,,2024,10,Canada,North America,Enterprise,NRR_reversed,-275501.89,2024
2877,11,CUST-00009,PROD-0003,2024-02-01,,,2024,1,Japan,APAC,SMB,NRR_reversed,-13562.94,2024
2878,11,CUST-00009,PROD-0003,2024-03-01,,,2024,2,Japan,APAC,SMB,NRR_reversed,-11710.67,2024
2879,11,CUST-00009,PROD-0003,2024-04-01,,,2024,3,Japan,APAC,SMB,NRR_reversed,-11302.75,2024
2880,11,CUST-00009,PROD-0003,2024-05-01,,,2024,4,Japan,APAC,SMB,NRR_reversed,-12277.5,2024
2881,11,CUST-00009,PROD-0003,2024-06-01,,,2024,5,Japan,APAC,SMB,NRR_reversed,-13623.38,2024
2882,11,CUST-00009,PROD-0003,2024-07-01,,,2024,6,Japan,APAC,SMB,NRR_reversed,-13268.43,2024
2883,11,CUST-00009,PROD-0003,2024-08-01,,,2024,7,Japan,APAC,SMB,NRR_reversed,-12013.47,2024
2884,11,CUST-00009,PROD-0003,2024-09-01,,,2024,8,Japan,APAC,SMB,NRR_reversed,-13046.15,2024
2885,11,CUST-00009,PROD-0003,2024-10-01,,,2024,9,Japan,APAC,SMB,NRR_reversed,-13131.29,2024
2888,12,CUST-00010,PROD-0008,2024-11-01,,,2024,1,Germany,Europe,Mid-Market,NRR_reversed,-98003.98,2024
2889,12,CUST-00010,PROD-0008,2024-12-01,,,2024,2,Germany,Europe,Mid-Market,NRR_reversed,-102003.69,2024
2890,12,CUST-00010,PROD-0008,2025-01-01,,,2024,3,Germany,Europe,Mid-Market,NRR_reversed,-88576.57,2025
2891,12,CUST-00010,PROD-0008,2025-02-01,,,2024,4,Germany,Europe,Mid-Market,NRR_reversed,-98819.98,2025
2892,12,CUST-00010,PROD-0008,2025-03-01,,,2024,5,Germany,Europe,Mid-Market,NRR_reversed,-97239.25,2025
2895,13,CUST-00010,PROD-0003,2024-11-01,,,2024,1,Germany,Europe,Mid-Market,NRR_reversed,-22139.29,2024
2896,13,CUST-00010,PROD-0003,2024-12-01,,,2024,2,Germany,Europe,Mid-Market,NRR_reversed,-22650.29,2024
2897,13,CUST-00010,PROD-0003,2025-01-01,,,2024,3,Germany,Europe,Mid-Market,NRR_reversed,-24628.33,2025
2898,13,CUST-00010,PROD-0003,2025-02-01,,,2024,4,Germany,Europe,Mid-Market,NRR_reversed,-25015.89,2025
2899,13,CUST-00010,PROD-0003,2025-03-01,,,2024,5,Germany,Europe,Mid-Market,NRR_reversed,-22888.98,2025
2900,13,CUST-00010,PROD-0003,2025-04-01,,,2024,6,Germany,Europe,Mid-Market,NRR_reversed,-22331.56,2025
2901,13,CUST-00010,PROD-0003,2025-05-01,,,2024,7,Germany,Europe,Mid-Market,NRR_reversed,-26055.51,2025
2902,13,CUST-00010,PROD-0003,2025-06-01,,,2024,8,Germany,Europe,Mid-Market,NRR_reversed,-22942.2,2025
2903,13,CUST-00010,PROD-0003,2025-07-01,,,2024,9,Germany,Europe,Mid-Market,NRR_reversed,-24625.83,2025
2904,13,CUST-00010,PROD-0003,2025-08-01,,,2024,10,Germany,Europe,Mid-Market,NRR_reversed,-24746.01,2025
2907,14,CUST-00010,PROD-0004,2024-11-01,,,2024,1,Germany,Europe,Mid-Market,NRR_reversed,-66623.48,2024
2908,14,CUST-00010,PROD-0004,2024-12-01,,,2024,2,Germany,Europe,Mid-Market,NRR_reversed,-65854.32,2024
2909,14,CUST-00010,PROD-0004,2025-01-01,,,2024,3,Germany,Europe,Mid-Market,NRR_reversed,-71511.36,2025
2910,14,CUST-00010,PROD-0004,2025-02-01,,,2024,4,Germany,Europe,Mid-Market,NRR_reversed,-66593.24,2025
2911,14,CUST-00010,PROD-0004,2025-03-01,,,2024,5,Germany,Europe,Mid-Market,NRR_reversed,-65921.4,2025
2912,14,CUST-00010,PROD-0004,2025-04-01,,,2024,6,Germany,Europe,Mid-Market,NRR_reversed,-64057.63,2025
2913,14,CUST-00010,PROD-0004,2025-05-01,,,2024,7,Germany,Europe,Mid-Market,NRR_reversed,-71176.26,2025
2914,14,CUST-00010,PROD-0004,2025-06-01,,,2024,8,Germany,Europe,Mid-Market,NRR_reversed,-68571.88,2025
2917,15,CUST-00011,PROD-0001,2024-02-01,,,2024,1,UK,Europe,Enterprise,NRR_reversed,-456689.93,2024
2918,15,CUST-00011,PROD-0001,2024-03-01,,,2024,2,UK,Europe,Enterprise,NRR_reversed,-470659.83,2024
2919,15,CUST-00011,PROD-0001,2024-04-01,,,2024,3,UK,Europe,Enterprise,NRR_reversed,-475857.2,2024
2920,15,CUST-00011,PROD-0001,2024-05-01,,,2024,4,UK,Europe,Enterprise,NRR_reversed,-542570.17,2024
2921,15,CUST-00011,PROD-0001,2024-06-01,,,2024,5,UK,Europe,Enterprise,NRR_reversed,-537337.94,2024
2922,15,CUST-00011,PROD-0001,2024-07-01,,,2024,6,UK,Europe,Enterprise,NRR_reversed,-537178.77,2024
2923,15,CUST-00011,PROD-0001,2024-08-01,,,2024,7,UK,Europe,Enterprise,NRR_reversed,-486275.36,2024
2924,15,CUST-00011,PROD-0001,2024-09-01,,,2024,8,UK,Europe,Enterprise,NRR_reversed,-465126.79,2024
2925,15,CUST-00011,PROD-0001,2024-10-01,,,2024,9,UK,Europe,Enterprise,NRR_reversed,-532632.57,2024
2926,15,CUST-00011,PROD-0001,2024-11-01,,,2024,10,UK,Europe,Enterprise,NRR_reversed,-519630.18,2024
2927,15,CUST-00011,PROD-0001,2024-12-01,,,2024,11,UK,Europe,Enterprise,NRR_reversed,-510456.74,2024
2930,16,CUST-00012,PROD-0005,2024-05-01,,,2024,1,UK,Europe,SMB,NRR_reversed,-9869.51,2024
2931,16,CUST-00012,PROD-0005,2024-06-01,,,2024,2,UK,Europe,SMB,NRR_reversed,-8395.84,2024
2934,17,CUST-00012,PROD-0009,2024-05-01,,,2024,1,UK,Europe,SMB,NRR_reversed,-7703.4,2024
2935,17,CUST-00012,PROD-0009,2024-06-01,,,2024,2,UK,Europe,SMB,NRR_reversed,-6840.88,2024
2936,17,CUST-00012,PROD-0009,2024-07-01,,,2024,3,UK,Europe,SMB,NRR_reversed,-7026.49,2024
2937,17,CUST-00012,PROD-0009,2024-08-01,,,2024,4,UK,Europe,SMB,NRR_reversed,-6921.97,2024
2940,18,CUST-00012,PROD-0001,2024-05-01,,,2024,1,UK,Europe,SMB,NRR_reversed,-5608.48,2024
2941,18,CUST-00012,PROD-0001,2024-06-01,,,2024,2,UK,Europe,SMB,NRR_reversed,-5872.83,2024
2942,18,CUST-00012,PROD-0001,2024-07-01,,,2024,3,UK,Europe,SMB,NRR_reversed,-6363.52,2024
2943,18,CUST-00012,PROD-0001,2024-08-01,,,2024,4,UK,Europe,SMB,NRR_reversed,-6293.79,2024
2944,18,CUST-00012,PROD-0001,2024-09-01,,,2024,5,UK,Europe,SMB,NRR_reversed,-5406.36,2024
2945,18,CUST-00012,PROD-0001,2024-10-01,,,2024,6,UK,Europe,SMB,NRR_reversed,-5796.36,2024
2946,18,CUST-00012,PROD-0001,2024-11-01,,,2024,7,UK,Europe,SMB,NRR_reversed,-5623.43,2024
2949,19,CUST-00013,PROD-0007,2024-10-01,,,2024,1,Canada,North America,Enterprise,NRR_reversed,-395615.77,2024
2950,19,CUST-00013,PROD-0007,2024-11-01,,,2024,2,Canada,North America,Enterprise,NRR_reversed,-393858.32,2024
2953,20,CUST-00013,PROD-0009,2024-10-01,,,2024,1,Canada,North America,Enterprise,NRR_reversed,-104176.75,2024
2954,20,CUST-00013,PROD-0009,2024-11-01,,,2024,2,Canada,North America,Enterprise,NRR_reversed,-93300.24,2024
2957,21,CUST-00014,PROD-0006,2024-07-01,,,2024,1,UK,Europe,Startup,NRR_reversed,-6775.38,2024
2958,21,CUST-00014,PROD-0006,2024-08-01,,,2024,2,UK,Europe,Startup,NRR_reversed,-7063.23,2024
2959,21,CUST-00014,PROD-0006,2024-09-01,,,2024,3,UK,Europe,Startup,NRR_reversed,-7502.71,2024
2960,21,CUST-00014,PROD-0006,2024-10-01,,,2024,4,UK,Europe,Startup,NRR_reversed,-7641.08,2024
2961,21,CUST-00014,PROD-0006,2024-11-01,,,2024,5,UK,Europe,Startup,NRR_reversed,-7327.89,2024
2964,22,CUST-00014,PROD-0001,2024-07-01,,,2024,1,UK,Europe,Startup,NRR_reversed,-9255.35,2024
2965,22,CUST-00014,PROD-0001,2024-08-01,,,2024,2,UK,Europe,Startup,NRR_reversed,-9378.47,2024
2966,22,CUST-00014,PROD-0001,2024-09-01,,,2024,3,UK,Europe,Startup,NRR_reversed,-7885.58,2024
2967,22,CUST-00014,PROD-0001,2024-10-01,,,2024,4,UK,Europe,Startup,NRR_reversed,-9126.03,2024
2968,22,CUST-00014,PROD-0001,2024-11-01,,,2024,5,UK,Europe,Startup,NRR_reversed,-8421.3,2024
2971,23,CUST-00015,PROD-0005,2024-04-01,,,2024,1,Canada,North America,SMB,NRR_reversed,-7871.05,2024
2972,23,CUST-00015,PROD-0005,2024-05-01,,,2024,2,Canada,North America,SMB,NRR_reversed,-7531.52,2024
2973,23,CUST-00015,PROD-0005,2024-06-01,,,2024,3,Canada,North America,SMB,NRR_reversed,-7813.67,2024
2974,23,CUST-00015,PROD-0005,2024-07-01,,,2024,4,Canada,North America,SMB,NRR_reversed,-8038.65,2024
2975,23,CUST-00015,PROD-0005,2024-08-01,,,2024,5,Canada,North America,SMB,NRR_reversed,-8931.2,2024
2976,23,CUST-00015,PROD-0005,2024-09-01,,,2024,6,Canada,North America,SMB,NRR_reversed,-9101.91,2024
2977,23,CUST-00015,PROD-0005,2024-10-01,,,2024,7,Canada,North America,SMB,NRR_reversed,-7956.84,2024
2980,24,CUST-00015,PROD-0004,2024-04-01,,,2024,1,Canada,North America,SMB,NRR_reversed,-10121.32,2024
2981,24,CUST-00015,PROD-0004,2024-05-01,,,2024,2,Canada,North America,SMB,NRR_reversed,-9569.27,2024
2982,24,CUST-00015,PROD-0004,2024-06-01,,,2024,3,Canada,North America,SMB,NRR_reversed,-11033.05,2024
2985,25,CUST-00016,PROD-0006,2024-02-01,,,2024,1,France,Europe,Enterprise,NRR_reversed,-220925.74,2024
2986,25,CUST-00016,PROD-0006,2024-03-01,,,2024,2,France,Europe,Enterprise,NRR_reversed,-206635.63,2024
2987,25,CUST-00016,PROD-0006,2024-04-01,,,2024,3,France,Europe,Enterprise,NRR_reversed,-205938.99,2024
2988,25,CUST-00016,PROD-0006,2024-05-01,,,2024,4,France,Europe,Enterprise,NRR_reversed,-228787.73,2024
2989,25,CUST-00016,PROD-0006,2024-06-01,,,2024,5,France,Europe,Enterprise,NRR_reversed,-223300.73,2024
2992,26,CUST-00016,PROD-0007,2024-02-01,,,2024,1,France,Europe,Enterprise,NRR_reversed,-236403.25,2024
2993,26,CUST-00016,PROD-0007,2024-03-01,,,2024,2,France,Europe,Enterprise,NRR_reversed,-250769.69,2024
2994,26,CUST-00016,PROD-0007,2024-04-01,,,2024,3,France,Europe,Enterprise,NRR_reversed,-246114.69,2024
2995,26,CUST-00016,PROD-0007,2024-05-01,,,2024,4,France,Europe,Enterprise,NRR_reversed,-239915.55,2024
2996,26,CUST-00016,PROD-0007,2024-06-01,,,2024,5,France,Europe,Enterprise,NRR_reversed,-249314.99,2024
2997,26,CUST-00016,PROD-0007,2024-07-01,,,2024,6,France,Europe,Enterprise,NRR_reversed,-233507.93,2024
2998,26,CUST-00016,PROD-0007,2024-08-01,,,2024,7,France,Europe,Enterprise,NRR_reversed,-255807.29,2024
2999,26,CUST-00016,PROD-0007,2024-09-01,,,2024,8,France,Europe,Enterprise,NRR_reversed,-221081.38,2024
3000,26,CUST-00016,PROD-0007,2024-10-01,,,2024,9,France,Europe,Enterprise,NRR_reversed,-266454.0,2024
3001,26,CUST-00016,PROD-0007,2024-11-01,,,2024,10,France,Europe,Enterprise,NRR_reversed,-247442.1,2024
3002,26,CUST-00016,PROD-0007,2024-12-01,,,2024,11,France,Europe,Enterprise,NRR_reversed,-256330.06,2024
3005,27,CUST-00016,PROD-0009,2024-02-01,,,2024,1,France,Europe,Enterprise,NRR_reversed,-451834.41,2024
3006,27,CUST-00016,PROD-0009,2024-03-01,,,2024,2,France,Europe,Enterprise,NRR_reversed,-487671.11,2024
3007,27,CUST-00016,PROD-0009,2024-04-01,,,2024,3,France,Europe,Enterprise,NRR_reversed,-403602.9,2024
3010,28,CUST-00017,PROD-0005,2024-12-01,,,2024,1,France,Europe,SMB,NRR_reversed,-8766.96,2024
3011,28,CUST-00017,PROD-0005,2025-01-01,,,2024,2,France,Europe,SMB,NRR_reversed,-8469.91,2025
3014,29,CUST-00017,PROD-0009,2024-12-01,,,2024,1,France,Europe,SMB,NRR_reversed,-8924.46,2024
3015,29,CUST-00017,PROD-0009,2025-01-01,,,2024,2,France,Europe,SMB,NRR_reversed,-8284.28,2025
3016,29,CUST-00017,PROD-0009,2025-02-01,,,2024,3,France,Europe,SMB,NRR_reversed,-9119.6,2025
3017,29,CUST-00017,PROD-0009,2025-03-01,,,2024,4,France,Europe,SMB,NRR_reversed,-8615.0,2025
3018,29,CUST-00017,PROD-0009,2025-04-01,,,2024,5,France,Europe,SMB,NRR_reversed,-9266.52,2025
3019,29,CUST-00017,PROD-0009,2025-05-01,,,2024,6,France,Europe,SMB,NRR_reversed,-8252.83,2025
3020,29,CUST-00017,PROD-0009,2025-06-01,,,2024,7,France,Europe,SMB,NRR_reversed,-8950.41,2025
3021,29,CUST-00017,PROD-0009,2025-07-01,,,2024,8,France,Europe,SMB,NRR_reversed,-8662.55,2025
3024,30,CUST-00018,PROD-0010,2024-09-01,,,2024,1,France,Europe,Enterprise,NRR_reversed,-210922.17,2024
3025,30,CUST-00018,PROD-0010,2024-10-01,,,2024,2,France,Europe,Enterprise,NRR_reversed,-207775.39,2024
3026,30,CUST-00018,PROD-0010,2024-11-01,,,2024,3,France,Europe,Enterprise,NRR_reversed,-189774.37,2024
3027,30,CUST-00018,PROD-0010,2024-12-01,,,2024,4,France,Europe,Enterprise,NRR_reversed,-188749.68,2024
3028,30,CUST-00018,PROD-0010,2025-01-01,,,2024,5,France,Europe,Enterprise,NRR_reversed,-181732.34,2025
3029,30,CUST-00018,PROD-0010,2025-02-01,,,2024,6,France,Europe,Enterprise,NRR_reversed,-190585.82,2025
3030,30,CUST-00018,PROD-0010,2025-03-01,,,2024,7,France,Europe,Enterprise,NRR_reversed,-199836.02,2025
3031,30,CUST-00018,PROD-0010,2025-04-01,,,2024,8,France,Europe,Enterprise,NRR_reversed,-214882.61,2025
3032,30,CUST-00018,PROD-0010,2025-05-01,,,2024,9,France,Europe,Enterprise,NRR_reversed,-183676.53,2025
3033,30,CUST-00018,PROD-0010,2025-06-01,,,2024,10,France,Europe,Enterprise,NRR_reversed,-197398.07,2025
3034,30,CUST-00018,PROD-0010,2025-07-01,,,2024,11,France,Europe,Enterprise,NRR_reversed,-206046.99,2025
3037,31,CUST-00018,PROD-0008,2024-09-01,,,2024,1,France,Europe,Enterprise,NRR_reversed,-305781.49,2024
3038,31,CUST-00018,PROD-0008,2024-10-01,,,2024,2,France,Europe,Enterprise,NRR_reversed,-293243.48,2024
3039,31,CUST-00018,PROD-0008,2024-11-01,,,2024,3,France,Europe,Enterprise,NRR_reversed,-288924.84,2024
3040,31,CUST-00018,PROD-0008,2024-12-01,,,2024,4,France,Europe,Enterprise,NRR_reversed,-267919.11,2024
3041,31,CUST-00018,PROD-0008,2025-01-01,,,2024,5,France,Europe,Enterprise,NRR_reversed,-289205.04,2025
3044,32,CUST-00019,PROD-0007,2024-02-01,,,2024,1,Canada,North America,Startup,NRR_reversed,-2539.19,2024
3045,32,CUST-00019,PROD-0007,2024-03-01,,,2024,2,Canada,North America,Startup,NRR_reversed,-2959.29,2024
3046,32,CUST-00019,PROD-0007,2024-04-01,,,2024,3,Canada,North America,Startup,NRR_reversed,-2970.04,2024
3047,32,CUST-00019,PROD-0007,2024-05-01,,,2024,4,Canada,North America,Startup,NRR_reversed,-2596.14,2024
3048,32,CUST-00019,PROD-0007,2024-06-01,,,2024,5,Canada,North America,Startup,NRR_reversed,-2775.67,2024
3049,32,CUST-00019,PROD-0007,2024-07-01,,,2024,6,Canada,North America,Startup,NRR_reversed,-2635.19,2024
